id,date,time,continent_code,country_name,country_code,state/province,population,city/town,distance,location_description,latitude,longitude,geolocation,hazard_type,landslide_type,landslide_size,trigger,storm_name,injuries,fatalities,source_name,source_link
1038,6/18/09,Night,NA,United States,US,Utah,42274,Draper,0.79003,,40.53,-111.87,"(40.53, -111.87)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.localnews8.com/Global/story.asp?S=10555231&nav=menu554_2_3
1039,6/19/09,,NA,United States,US,North Carolina,3776,Hudson,10.3356,,35.91,-81.41,"(35.909999999999997, -81.41)",Landslide,Rockfall,Medium,Downpour,,,0,,http://www.wsoctv.com/news/19804230/detail.html
1040,6/21/09,18:00:00,NA,United States,US,Idaho,2689,Ketchum,1.27144,,43.6883,-114.3755,"(43.688299999999998, -114.3755)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.magicvalley.com/articles/2009/06/24/news/local_state/164790.txt
1069,7/31/09,Night,NA,United States,US,Kentucky,5338,Dayton,2.30977,,39.1224,-84.449,"(39.122399999999999, -84.448999999999998)",Landslide,Mudslide,Small,Rain,,,0,,
1105,8/19/09,,NA,United States,US,Kentucky,31577,Hopkinsville,15.49105,,36.89,-87.6597,"(36.89, -87.659700000000001)",Landslide,Landslide,Small,Unknown,,,0,,http://www.wsmv.com/news/20463149/detail.html
1116,8/20/09,,NA,United States,US,Wisconsin,5911,Prairie du Chien,3.41664,,43.0421,-91.1811,"(43.042099999999998, -91.181100000000001)",Landslide,Landslide,Small,Rain,,,0,,http://www.wcfcourier.com/articles/2009/08/19/news/breaking_news/doc4a8c3c7b2b76d130081282.txt
1117,8/21/09,,NA,Trinidad and Tobago,TT,City of San Fernando,26700,Marabella,9.42494,,10.3717,-61.3917,"(10.371700000000001, -61.3917)",Landslide,Landslide,Small,Downpour,,,0,,http://www.trinidadexpress.com/index.pl/article_news?id=161522186
1131,9/1/09,,NA,Mexico,MX,Baja California Sur,48518,San José del Cabo,0.05648,,23.0587,-109.6972,"(23.058700000000002, -109.6972)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Jimena,,,,http://online.wsj.com/article/SB125187243480578733.html
1140,9/7/09,Early morning,NA,Haiti,HT,Artibonite,66226,Saint-Marc,17.29836,,18.9523,-72.7053,"(18.952300000000001, -72.705299999999994)",Landslide,Mudslide,Medium,Downpour,,,1,,http://www.google.com/hostednews/ap/article/ALeqM5hdjzxxFRHymhlrd1BpUjDSV3HK6AD9AIQ5OO0
1155,9/11/09,,NA,United States,US,Texas,4529,Sparks,1.34835,,31.6632,-106.2307,"(31.6632, -106.2307)",Landslide,Mudslide,Medium,Downpour,,,,,http://www.kvia.com/Global/story.asp?S=11118845
1167,9/15/09,,NA,Mexico,MX,The Federal District,228927,Magdalena Contreras,3.49173,,19.3161,-99.2398,"(19.316099999999999, -99.239800000000002)",Landslide,Mudslide,Medium,Downpour,,,3,,http://edition.cnn.com/2009/WORLD/americas/09/16/mexico.mudslide.deaths/
1177,9/20/09,,NA,Dominican Republic,DO,Puerto Plata,4563,Altamira,0.885,,19.675,-70.8362,"(19.675000000000001, -70.836200000000005)",Landslide,Landslide,Medium,Downpour,,,2,,http://www.laht.com/article.asp?CategoryId=14092&ArticleId=327347
1178,9/20/09,,NA,Dominican Republic,DO,Santiago,23304,Tamboril,4.31327,,19.5167,-70.5866,"(19.5167, -70.586600000000004)",Landslide,Landslide,Small,Downpour,,,,,http://www.laht.com/article.asp?CategoryId=14092&ArticleId=327347
1180,9/20/09,,NA,United States,US,Georgia,3410,Cleveland,15.92157,,34.6768,-83.9076,"(34.6768, -83.907600000000002)",Landslide,Mudslide,Small,Downpour,,,,,
1182,9/21/09,,NA,United States,US,Alabama,3485,Livingston,26.97874,,32.804,-88.3108,"(32.804000000000002, -88.3108)",Landslide,Mudslide,Medium,Downpour,,,,,http://www.tuscaloosanews.com/article/20090922/NEWS/909219939/1007?Title=6-dead-others-missing-after-Southeast-flooding
1183,9/21/09,,NA,United States,US,Georgia,5802,Stone Mountain,2.07317,,33.8232,-84.1569,"(33.8232, -84.156899999999993)",Landslide,Mudslide,Small,Downpour,,,,,http://www.examiner.com/x-3958-Atlanta-Northside-Family--Parenting-Examiner~y2009m9d21-Heavy-rain-flooding-in-Atlanta-causes-school-closings-mudslide-and-closed-roads
1184,9/21/09,Early morning,NA,United States,US,Georgia,1602,Lookout Mountain,0.80279,Above road,34.977,-85.3665,"(34.976999999999997, -85.366500000000002)",Landslide,Mudslide,Medium,Rain,,,,,http://www.timesfreepress.com/news/2009/sep/21/crews-clearing-mudslide-covenant-college/?breakingnews
1185,9/21/09,,NA,United States,US,North Carolina,7609,Brevard,3.61918,,35.2594,-82.7102,"(35.259399999999999, -82.7102)",Landslide,Landslide,Small,Downpour,,,,,http://www.wral.com/news/state/story/6050495/
1186,12/28/09,Night,SA,Ecuador,EC,Santo Domingo de los Tsáchilas,200421,Santo Domingo de los Colorados,1.16036,Unknown,-0.3152,-78.9724,"(-0.31519999999999998, -78.972399999999993)",Landslide,Mudslide,Medium,Downpour,,5,3,Latin American Herald Tribune,http://www.laht.com/article.asp?ArticleId=327938&CategoryId=14089
1194,9/26/09,,NA,United States,US,Georgia,2301,Trenton,1.12077,,34.8695,-85.521,"(34.869500000000002, -85.521000000000001)",Landslide,Mudslide,Medium,Downpour,,,,,http://www.wsbtv.com/weather/21124942/detail.html
1195,9/26/09,,NA,United States,US,Tennessee,3944,Gatlinburg,4.11813,,35.7102,-83.5554,"(35.7102, -83.555400000000006)",Landslide,Mudslide,Small,Downpour,,,,,http://www.wbir.com/news/local/story.aspx?storyid=100222&provider=gnews
1256,10/12/09,,NA,United States,US,Texas,45028,Cedar Hill,6.20618,,32.5383,-96.9854,"(32.5383, -96.985399999999998)",Landslide,Landslide,Small,Rain,,,0,,http://www.nbcdfw.com/news/local-beat/Dallas-Backyard-Slips-Away-in-Landslide-64328652.html
1265,10/17/09,,NA,United States,US,Kentucky,365,Hyden,10.0765,,37.0702,-83.3777,"(37.0702, -83.377700000000004)",Landslide,Rockfall,Small,Downpour,,,,Matthew Crawford (KGS),
1266,10/20/09,,NA,Haiti,HT,Ouest,442156,Carrefour,1.31659,,18.5347,-72.4097,"(18.534700000000001, -72.409700000000001)",Landslide,Landslide,Small,Downpour,,,4,,http://www.etaiwannews.com/etn/news_content.php?id=1088959&lang=eng_news
1285,11/8/09,,NA,El Salvador,SV,San Vicente,41504,San Vicente,7.60946,,13.6409,-88.8699,"(13.6409, -88.869900000000001)",Landslide,Complex,Very_large,Tropical cyclone,Tropical Cyclone Ida,,23,,http://www.google.com/hostednews/ap/article/ALeqM5j0XCCb1n12DyhoBoDzGj_hTyEtrAD9BRKPRG0
1286,11/8/09,,NA,El Salvador,SV,La Libertad,33767,Antiguo Cuscatlán,4.86219,,13.7156,-89.2521,"(13.7156, -89.252099999999999)",Landslide,Mudslide,Medium,Tropical cyclone,Tropical Cyclone Ida,,4,,http://www.google.com/hostednews/ap/article/ALeqM5j0XCCb1n12DyhoBoDzGj_hTyEtrAD9BRKPRG0
1287,11/8/09,,NA,El Salvador,SV,San Vicente,41504,San Vicente,5.90726,,13.6094,-88.8488,"(13.609400000000001, -88.848799999999997)",Landslide,Rockfall,Medium,Tropical cyclone,Tropical Cyclone Ida,,,,http://news.bbc.co.uk/2/hi/in_depth/8349333.stm
1288,11/8/09,,NA,El Salvador,SV,San Vicente,41504,San Vicente,4.03125,,13.6466,-88.8347,"(13.646599999999999, -88.834699999999998)",Landslide,Mudslide,Medium,Tropical cyclone,Tropical Cyclone Ida,,,,http://news.yahoo.com/s/afp/20091109/wl_afp/salvadorweatherstorm_20091109100952
1294,11/11/09,,NA,United States,US,Tennessee,20979,East Ridge,2.60684,,35.0376,-85.255,"(35.037599999999998, -85.254999999999995)",Landslide,Mudslide,Medium,Rain,,,0,,http://geology.com/news/2009/tennessee-rockslide-spectacular-video.shtml
1296,11/13/09,,NA,Costa Rica,CR,Puntarenas,3981,San Vito,18.00524,,8.8021,-83.1335,"(8.8020999999999994, -83.133499999999998)",Landslide,Landslide,Medium,Earthquake,,,1,,http://www.ticotimes.net/dailyarchive/2009_11/1116092.cfm
1307,11/17/09,,NA,United States,US,Illinois,27865,Alton,1.54044,,38.898,-90.1993,"(38.898000000000003, -90.199299999999994)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.thetelegraph.com/news/park-33219-street-down.html
1353,12/9/09,,NA,United States,US,Tennessee,167674,Chattanooga,5.97545,,35.0672,-85.3697,"(35.0672, -85.369699999999995)",Landslide,Mudslide,Small,Downpour,,,0,,
1354,12/9/09,,NA,United States,US,Tennessee,7554,Signal Mountain,2.05274,,35.1052,-85.3361,"(35.105200000000004, -85.336100000000002)",Landslide,Mudslide,Small,Downpour,,,0,,
1355,12/9/09,,NA,United States,US,Tennessee,7554,Signal Mountain,2.47169,,35.1307,-85.3186,"(35.130699999999997, -85.318600000000004)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.chattanoogan.com/articles/article_164622.asp
1357,12/12/09,,NA,United States,US,Missouri,3364,Louisiana,7.60154,,39.4052,-90.9836,"(39.405200000000001, -90.983599999999996)",Landslide,Landslide,Small,Rain,,,0,,http://www.koamtv.com/Global/story.asp?S=11679374
1358,12/13/09,,NA,United States,US,California,4862,Running Springs,8.91845,,34.2425,-117.0219,"(34.2425, -117.0219)",Landslide,Complex,Small,Downpour,,,0,,http://www.rimoftheworld.net/4512
1367,12/18/09,,NA,United States,US,Mississippi,2175,Purvis,17.4013,,31.1345,-89.2276,"(31.134499999999999, -89.227599999999995)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.clarionledger.com/article/20091219/NEWS/912190329/1001/RSS01
1391,1/10/10,,NA,Jamaica,JM,Portland,1119,Moore Town,5.02351,,18.1167,-76.45,"(18.116700000000002, -76.45)",Landslide,Landslide,Medium,Downpour,,,0,,http://go-jamaica.com/news/read_article.php?id=15895
1393,1/10/10,Night,SA,Ecuador,EC,Pichincha,25742,Machachi,26.18676,,-0.4167,-78.7833,"(-0.41670000000000001, -78.783299999999997)",Landslide,Mudslide,Medium,Rain,,,3,,http://www.laht.com/article.asp?ArticleId=349500&CategoryId=14089
1431,1/21/10,Morning,NA,United States,US,California,9277,Valley Center,5.7125,,33.1677,-117.0232,"(33.167700000000004, -117.0232)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.nbcsandiego.com/news/local-beat/Bracing-for-the-Next-Round-82249267.html
1434,1/21/10,22:00:00,NA,United States,US,Arizona,1424,Tonto Basin,16.48124,,33.8342,-111.4726,"(33.834200000000003, -111.4726)",Landslide,Complex,Small,Downpour,,,0,,http://www.paysonroundup.com/news/2010/jan/21/storm_update/
1435,1/21/10,,NA,United States,US,California,3552,Morongo Valley,1.35292,,34.0373,-116.5898,"(34.037300000000002, -116.5898)",Landslide,Debris flow,Small,Downpour,,,0,,http://www.kesq.com/Global/story.asp?S=11858325
1439,1/21/10,17:36:00,NA,United States,US,California,1128,Aguanga,12.95887,,33.4685,-117.001,"(33.468499999999999, -117.001)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.swrnn.com/southwest-riverside/2010-01-22/news/last-in-a-series-of-storms-leaves-its-mark-on-southwest-rivco
1441,1/22/10,,NA,United States,US,Arizona,2633,Cordes Lakes,12.98377,,34.1933,-112.1327,"(34.193300000000001, -112.1327)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.mercurynews.com/breaking-news/ci_14252829?nclick_check=1
1448,1/24/10,Overnight,NA,United States,US,North Carolina,2937,Rural Hall,7.54867,,36.2967,-80.2462,"(36.296700000000001, -80.246200000000002)",Landslide,Mudslide,Small,Downpour,,,0,,"http://www.myfox8.com/news/wghp-stokes-county-landslide-100125,0,3010188.story"
1449,1/24/10,16:30:00,NA,United States,US,Tennessee,4577,Madisonville,8.55137,,35.4962,-84.2738,"(35.496200000000002, -84.273799999999994)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.wbir.com/news/local/story.aspx?storyid=111690&provider=top
1450,1/24/10,,NA,United States,US,Tennessee,7554,Signal Mountain,2.56584,,35.1328,-85.3186,"(35.132800000000003, -85.318600000000004)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.timesfreepress.com/news/2010/jan/24/rain-creates-traffic-problems-around-chattanooga/?breakingnews
1452,1/25/10,Overnight,NA,United States,US,Tennessee,12714,Soddy-Daisy,3.20504,,35.2361,-85.226,"(35.2361, -85.225999999999999)",Landslide,Complex,Small,Downpour,,,0,,http://www.timesfreepress.com/news/2010/jan/25/hamilton-county-mudslide-cleanup-take-3-days/?breakingnews
1453,1/25/10,Morning,NA,United States,US,Pennsylvania,305704,Pittsburgh,1.49656,,40.4355,-80.0122,"(40.435499999999998, -80.012200000000007)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.post-gazette.com/pg/10026/1031034-455.stm
1454,1/25/10,13:40:00,NA,United States,US,Connecticut,1212,Canaan,10.75115,,41.9953,-73.2068,"(41.9953, -73.206800000000001)",Landslide,Mudslide,Small,Downpour,,,0,,"http://www.courant.com/news/breaking/hc-norfolk-mudslide-0125,0,7632324.story"
1455,1/25/10,Early morning,NA,United States,US,North Carolina,2441,Tobaccoville,2.39331,,36.2592,-80.3654,"(36.2592, -80.365399999999994)",Landslide,Mudslide,Small,Downpour,,,0,,http://www2.journalnow.com/content/2010/jan/26/surge-of-heavy-rain-causes-mudslides/news/
1456,1/26/10,,NA,United States,US,Kentucky,1255,Manchester,5.79962,Natural slope,37.1016,-83.7568,"(37.101599999999998, -83.756799999999998)",Landslide,Complex,Medium,Downpour,,,0,WKYT,http://www.wkyt.com/wymtnews/headlines/82836912.html
1459,1/28/10,15:00:00,SA,Peru,PE,Ancash,0,Anta,0.13147,,-9.3584,-77.5984,"(-9.3583999999999996, -77.598399999999998)",Landslide,Complex,Medium,Downpour,,,0,,http://daveslandslideblog.blogspot.com/2010/01/new-images-of-level-of-destruction-in.html
1465,2/3/10,,SA,Ecuador,EC,Tungurahua,9501,Baños,11.91442,Unknown,-1.3833,-78.3167,"(-1.3833, -78.316699999999997)",Landslide,Mudslide,Medium,Downpour,,2,4,Latin American Herald Tribune,http://www.laht.com/article.asp?ArticleId=351709&CategoryId=14089
1467,2/4/10,7:00:00,NA,United States,US,South Carolina,13905,Clemson,4.34093,,34.6998,-82.8804,"(34.699800000000003, -82.880399999999995)",Landslide,Rockfall,Small,Rain,,,0,,http://www.wyff4.com/news/22461410/detail.html
1469,2/5/10,,NA,Mexico,MX,México,505881,Toluca,0.66626,,19.288,-99.6469,"(19.288, -99.646900000000002)",Landslide,Landslide,Large,Downpour,,,11,,http://www.trt.net.tr/trtinternational/en/newsDetail.aspx?HaberKodu=dc2169ea-80de-437d-a57a-eb11725c40e5
1470,2/5/10,,NA,Mexico,MX,Michoacán,78950,Heroica Zitácuaro,4.18059,,19.4,-100.3667,"(19.399999999999999, -100.36669999999999)",Landslide,Mudslide,Medium,Downpour,,,2,,http://www.sott.net/articles/show/202533-Mexico-rainstorms-leave-at-least-15-dead
1471,2/5/10,,NA,Mexico,MX,Michoacán,2817,Jarácuaro,3.4274,,19.567,-101.7098,"(19.567, -101.7098)",Landslide,Mudslide,Medium,Downpour,,,1,,http://www.sott.net/articles/show/202533-Mexico-rainstorms-leave-at-least-15-dead
1472,2/5/10,,NA,Mexico,MX,Michoacán,4943,Mineral de Angangueo,1.69508,,19.6167,-100.3,"(19.616700000000002, -100.3)",Landslide,Mudslide,Medium,Downpour,,,3,,http://www.aajtv.com/news/World/158635_detail.html
1474,2/5/10,19:00:00,NA,United States,US,North Carolina,1150,Maggie Valley,0.91282,,35.526,-83.0946,"(35.526000000000003, -83.0946)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.charlotteobserver.com/breaking/story/1230408.html
1477,2/4/10,22:00,NA,Mexico,MX,México,2968,Zacazonapan,4.40801,Above road,19.1927,-99.8654,"(19.192699999999999, -99.865399999999994)",Landslide,Mudslide,Large,Downpour,,,11,News Daily,http://www.newsdaily.com/stories/tre6151we-us-mexico-mudslide/
1484,2/6/10,,NA,United States,US,Kentucky,5245,Williamsburg,5.2968,,36.7908,-84.1668,"(36.790799999999997, -84.166799999999995)",Landslide,Mudslide,Small,Downpour,,,0,Matthew Crawford (KGS),
1485,2/6/10,,NA,United States,US,Kentucky,2203,Jenkins,19.17,,37.3298,-82.7228,"(37.329799999999999, -82.722800000000007)",Landslide,Landslide,Medium,Downpour,,,0,Matthew Crawford (KGS),
1490,2/8/10,0:00:00,NA,United States,US,Tennessee,4058,Livingston,14.90347,Above road,36.2585,-85.0777,"(36.258499999999998, -85.077699999999993)",Landslide,Mudslide,Small,Rain,,,0,News Channel 5,http://www.newschannel5.com/Global/story.asp?S=11949900
1506,2/15/10,12:00,NA,Haiti,HT,Nord,134815,Cap-Haïtien,0.27505,Urban area,19.756,-72.206,"(19.756, -72.206000000000003)",Landslide,Mudslide,Medium,Downpour,,,4,Times Live,http://www.timeslive.co.za/world/article311411.ece
1525,2/25/10,6:45:00,NA,United States,US,California,29603,Banning,2.18534,,33.9062,-116.8721,"(33.906199999999998, -116.8721)",Landslide,Complex,Small,Rain,,,0,,http://www.kesq.com/Global/story.asp?S=12044433
1531,2/27/10,,NA,United States,US,California,209924,San Bernardino,1.18379,,34.1102,-117.3024,"(34.110199999999999, -117.30240000000001)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.pe.com/localnews/inland/stories/PE_News_Local_N_calstorm28.48ad910.html
1552,3/11/10,,NA,Dominica,DM,Saint Paul,702,Pont Cassé,3.98646,,15.3356,-61.3312,"(15.335599999999999, -61.331200000000003)",Landslide,Landslide,Medium,Rain,,,0,,http://stormcarib.com/reports/current/report.php?id=1268397271_8827
1555,3/11/10,,NA,United States,US,Pennsylvania,305704,Pittsburgh,1.29986,,40.4319,-80.0061,"(40.431899999999999, -80.006100000000004)",Landslide,Landslide,Small,Downpour,,,0,,http://www.thepittsburghchannel.com/allegheny/22812683/detail.html
1556,3/11/10,Afternoon,NA,United States,US,Pennsylvania,5951,Crafton,2.37904,,40.4327,-80.0383,"(40.432699999999997, -80.038300000000007)",Landslide,Landslide,Small,Downpour,,,0,,http://www.thepittsburghchannel.com/allegheny/22812683/detail.html
1557,3/11/10,18:15:00,NA,United States,US,Wisconsin,2133,Saint Croix Falls,3.90084,,45.3853,-92.6751,"(45.385300000000001, -92.6751)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.startribune.com/local/87416017.html?elr=KArksi8cyaiUHK:uUiD3aPc:_Yyc:aU7DYaGEP7vDEh7P:DiUs
1562,3/12/10,,NA,United States,US,West Virginia,1260,Belle,0.02907,,38.2323,-81.5377,"(38.232300000000002, -81.537700000000001)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.accuweather.com/blogs/news/story/26113/midatlantic-flooding-turns-dea.asp
1564,3/13/10,,NA,United States,US,West Virginia,6432,Princeton,7.04356,,37.3042,-81.1194,"(37.304200000000002, -81.119399999999999)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.cbs59.com/story.cfm?func=viewstory&storyid=76707
1565,3/13/10,Night,NA,United States,US,New Jersey,9916,Lake Mohawk,4.41013,,41.0469,-74.6236,"(41.046900000000001, -74.623599999999996)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.nj.com/news/index.ssf/2010/03/rain_mostly_over_but_rising_pa.html
1566,3/13/10,,NA,United States,US,West Virginia,3572,Summersville,6.25122,,38.3182,-80.7987,"(38.318199999999997, -80.798699999999997)",Landslide,Landslide,Medium,Downpour,,,0,,http://wvgazette.com/Outdoors/Recreation/201003230724
1567,3/14/10,16:30:00,NA,United States,US,Ohio,6397,Jackson,13.05284,,38.9632,-82.7353,"(38.963200000000001, -82.735299999999995)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.dglobe.com/event/article/id/33900/group/News/
1568,3/14/10,,NA,United States,US,Massachusetts,2717,Topsfield,1.03712,,42.6428,-70.939,"(42.642800000000001, -70.938999999999993)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.salemnews.com/punews/local_story_074003455.html
1569,3/14/10,,NA,United States,US,New Jersey,2410,Ogdensburg,0.77081,,41.0752,-74.5894,"(41.075200000000002, -74.589399999999998)",Landslide,Mudslide,Medium,Downpour,,,0,,http://www.nj.com/news/index.ssf/2010/03/rain_mostly_over_but_rising_pa.html
1570,3/14/10,,NA,United States,US,North Carolina,620,Robbinsville,23.26062,,35.5001,-83.9442,"(35.500100000000003, -83.944199999999995)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.thedailytimes.com/article/20100405/NEWS/304059983
1575,3/15/10,2:00:00,NA,United States,US,Massachusetts,7389,Clinton,1.25138,,42.4135,-71.6974,"(42.413499999999999, -71.697400000000002)",Landslide,Mudslide,Small,Rain,,,0,,http://www.telegram.com/article/20100319/COULTER01/3190328/1189/coulter
1576,3/15/10,19:00:00,NA,United States,US,Massachusetts,5918,Walpole,2.73316,,42.1433,-71.2165,"(42.143300000000004, -71.216499999999996)",Landslide,Landslide,Small,Downpour,,,0,,http://www.wickedlocal.com/walpole/news/x427971816/Landslide-destroys-storage-building
1578,3/16/10,Late morning,NA,United States,US,Pennsylvania,2528,New Hope,6.71244,Retaining wall,40.4059,-75.0086,"(40.405900000000003, -75.008600000000001)",Landslide,Mudslide,Small,Downpour,,,0,Philly Burbs,http://www.phillyburbs.com/news/news_details/article/92/2010/march/18/mudslide-will-keep-river-road-closed-until-friday.html
1579,3/18/10,,NA,United States,US,Tennessee,3944,Gatlinburg,11.83863,Above road,35.6733,-83.6643,"(35.673299999999998, -83.664299999999997)",Landslide,Landslide,Small,Downpour,,,0,Daily Times,http://www.thedailytimes.com/article/20100405/NEWS/304059983
1584,3/21/10,Overnight,NA,United States,US,Ohio,1311,Salineville,10.58008,,40.5399,-80.9,"(40.539900000000003, -80.900000000000006)",Landslide,Landslide,Small,Downpour,,,0,,http://www.geotimes.ge/index.php?m=home&newsid=20770
1591,3/25/10,Early morning,NA,United States,US,Alabama,2264,Good Hope,22.45613,,34.0844,-87.104,"(34.084400000000002, -87.103999999999999)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.thepittsburghchannel.com/allegheny/22812683/detail.html
1595,3/26/10,23:30:00,NA,United States,US,New York,1113,Worcester,7.59235,,42.5435,-74.8163,"(42.543500000000002, -74.816299999999998)",Landslide,Landslide,Small,Downpour,,,0,,http://www.kcby.com/news/local/87512322.html
1599,3/29/10,11:00:00,NA,United States,US,Tennessee,3944,Gatlinburg,14.56419,,35.6024,-83.426,"(35.602400000000003, -83.426000000000002)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.cbs59.com/story.cfm?func=viewstory&storyid=76707
1601,3/30/10,15:00:00,NA,United States,US,Connecticut,47648,Middletown,1.40994,,41.5663,-72.6667,"(41.566299999999998, -72.666700000000006)",Landslide,Landslide,Small,Rain,,,0,,http://wvgazette.com/Outdoors/Recreation/201003230724
1602,3/30/10,,NA,United States,US,New York,7612,Sound Beach,0.94386,,40.9647,-72.9684,"(40.964700000000001, -72.968400000000003)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.dglobe.com/event/article/id/33900/group/News/
1603,3/30/10,7:19:00,NA,United States,US,New York,195976,Yonkers,3.28687,,40.904,-73.9141,"(40.904000000000003, -73.914100000000005)",Landslide,Mudslide,Small,Downpour,,,0,,http://www.salemnews.com/punews/local_story_074003455.html
1604,3/30/10,Early morning,NA,United States,US,Iowa,11051,Fort Madison,2.69877,,40.635,-91.284,"(40.634999999999998, -91.284000000000006)",Landslide,Mudslide,Medium,Rain,,,0,,http://www.nj.com/news/index.ssf/2010/03/rain_mostly_over_but_rising_pa.html
1605,3/30/10,,NA,United States,US,Iowa,11051,Fort Madison,2.69877,,40.635,-91.284,"(40.634999999999998, -91.284000000000006)",Landslide,Landslide,Small,Rain,,,0,,http://www.thedailytimes.com/article/20100405/NEWS/304059983
1606,3/30/10,,NA,United States,US,Maine,7794,Winslow,0.76489,,44.5407,-69.625,"(44.540700000000001, -69.625)",Landslide,Landslide,Small,Downpour,,,0,,http://www.messenger.com.ge/issues/2065_march_17_2010/2065_liana.html
1608,3/31/10,Evening,NA,United States,US,New Hampshire,1108,Greenville,0.29408,,42.7679,-71.8158,"(42.767899999999997, -71.815799999999996)",Landslide,Landslide,Medium,Rain,,,0,,http://www.focus-fen.net/index.php?id=n213309
1612,4/1/10,Early morning,SA,Peru,PE,Huanuco,0,Acomayo,3.4989,,-9.7996,-76.1038,"(-9.7995999999999999, -76.103800000000007)",Landslide,Lahar,Large,Downpour,,,12,,http://www.thejakartapost.com/news/2010/03/18/mudslide-isolates-1500-residents-solok.html
1614,4/2/10,,SA,Peru,PE,Huanuco,6865,Ambo,0.55865,,-10.1258,-76.2043,"(-10.1258, -76.204300000000003)",Landslide,Landslide,Large,Downpour,,,28,,http://www.thedailytimes.com/article/20100405/NEWS/304059983
1739,4/7/10,21:00:00,NA,United States,US,Iowa,25663,Burlington,3.37828,Above road,40.7799,-91.0962,"(40.779899999999998, -91.096199999999996)",Landslide,Mudslide,Small,Rain,,,0,KLEM,http://www.klem1410.com/index.php?option=com_content&view=article&id=234:klem-news-pm-update-april-9-2010&catid=46:news&Itemid=126
1743,4/12/10,,NA,Dominica,DM,Saint Patrick,2608,Berekua,2.08997,,15.2454,-61.3017,"(15.2454, -61.301699999999997)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.dominicacentral.com/general/community/heavy-overnight-rains-cause-landslides-across-island.html
1744,4/12/10,,NA,Dominica,DM,Saint Paul,702,Pont Cassé,3.78784,,15.4004,-61.344,"(15.400399999999999, -61.344000000000001)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.dominicacentral.com/general/community/heavy-overnight-rains-cause-landslides-across-island.html
1745,4/12/10,,NA,Dominica,DM,Saint Patrick,2608,Berekua,4.08252,,15.2458,-61.2809,"(15.245799999999999, -61.280900000000003)",Landslide,Landslide,Small,Downpour,,,0,,http://www.dominicacentral.com/general/community/heavy-overnight-rains-cause-landslides-across-island.html
1746,4/12/10,,NA,Dominica,DM,Saint Patrick,2608,Berekua,5.61495,,15.2556,-61.2697,"(15.255599999999999, -61.2697)",Landslide,Landslide,Small,Downpour,,,0,,http://www.dominicacentral.com/general/community/heavy-overnight-rains-cause-landslides-across-island.html
1747,4/12/10,,NA,Dominica,DM,Saint Patrick,1332,La Plaine,5.116,,15.2892,-61.2642,"(15.289199999999999, -61.264200000000002)",Landslide,Landslide,Small,Downpour,,,0,,http://www.dominicacentral.com/general/community/heavy-overnight-rains-cause-landslides-across-island.html
1749,4/14/10,,NA,Costa Rica,CR,Alajuela,14448,Desamparados,6.88715,Above road,9.9323,-84.4453,"(9.9322999999999997, -84.445300000000003)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.insidecostarica.com/dailynews/2010/april/16/costarica10041602.htm
1751,4/14/10,,SA,Colombia,CO,Cundinamarca,130289,Girardot,0.30587,,4.3013,-74.8055,"(4.3013000000000003, -74.805499999999995)",Landslide,Landslide,Medium,Downpour,,,2,,http://www.wkyt.com/wymtnews/headlines/92691589.html
1754,4/16/10,,NA,Dominica,DM,Saint Paul,702,Pont Cassé,6.4593,,15.3211,-61.3124,"(15.321099999999999, -61.312399999999997)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.thejakartapost.com/news/2010/04/17/landslides-block-main-road-west-sumatra.html
1760,4/18/10,,NA,Jamaica,JM,Saint Thomas,2634,Easington,4.53632,,17.9647,-76.5835,"(17.964700000000001, -76.583500000000001)",Landslide,Landslide,Medium,Downpour,,,0,,http://www.jamaica-gleaner.com/gleaner/20100420/lead/lead4.html
